image_name,rectangle_count,execution_time_sec
stef-02_binary.npy,136,0.01
stef-11_binary.npy,87,0.01
stef-16_binary.npy,62,0.01
stef-19_binary.npy,86,0.01
teddy-02_binary.npy,205,0.01
teddy-06_binary.npy,204,0.01
teddy-17_binary.npy,207,0.01
teddy-20_binary.npy,219,0.01
tree-12_binary.npy,101,0.01
tree-15_binary.npy,150,0.01
tree-6_binary.npy,223,0.01
tree-8_binary.npy,241,0.02
truck-03_binary.npy,53,0.01
truck-08_binary.npy,48,0.01
truck-13_binary.npy,55,0.01
truck-20_binary.npy,59,0.01
turtle-11_binary.npy,258,0.01
turtle-13_binary.npy,330,0.03
turtle-17_binary.npy,240,0.01
turtle-8_binary.npy,285,0.03
watch-12_binary.npy,85,0.01
watch-3_binary.npy,65,0.01
watch-6_binary.npy,114,0.01
watch-9_binary.npy,72,0.01
